timestamp;wipingCmd;WiperMotorAngle;WiperMotorSpeed;wiperMotorLowSpeedOut;wiperMotorHighSpeedOut;Wiping_HMI_rqst;wiperParkStatusIn;wiperParkStatusOut;wiperMotorLowSpeed;Digital_WiperHi;Digital_WiperLo;bWiperMotorLowSpeed;WiperMotorHighSpeed
2661;;226.440.000;;;;;;;;;;;
2663;;226.800.000;;;;;;;;;;;
2665;;227.160.000;;;;;;;;;;;
2667;;227.520.000;;;;;;;;;;;
2669;;227.880.000;;;;;;;;;;;
2671;;228.240.000;;;;;;;;;;;
2673;;228.600.000;;;;;;;;;;;
2675;;228.960.000;;;;;;;;;;;
2677;;229.320.000;;;;;;;;;;;
2679;;229.680.000;;;;;;;;;;;
2681;;230.040.000;;;;;;;;;;;
2683;;230.400.000;;;;;;;;;;;
2685;;230.760.000;;;;;;;;;;;
2687;;231.120.000;;;;;;;;;;;
2689;;231.480.000;;;;;;;;;;;
2691;;231.840.000;;;;;;;;;;;
2693;;232.200.000;;;;;;;;;;;
2695;;232.560.000;;;;;;;;;;;
2697;;232.920.000;;;;;;;;;;;
2699;;233.280.000;;;;;;;;;;;
2701;;233.640.000;;;;;;;;;;;
2703;;234.000.000;;;;;;;;;;;
2705;;234.360.000;;;;;;;;;;;
2707;;234.720.000;;;;;;;;;;;
2709;;235.080.000;;;;;;;;;;;
2711;;235.440.000;;;;;;;;;;;
2713;;235.800.000;;;;;;;;;;;
2715;;236.160.000;;;;;;;;;;;
2717;;236.520.000;;;;;;;;;;;
2719;;236.880.000;;;;;;;;;;;
2721;;237.240.000;;;;;;;;;;;
2723;;237.600.000;;;;;;;;;;;
2725;;237.960.000;;;;;;;;;;;
2727;;238.320.000;;;;;;;;;;;
2729;;238.680.000;;;;;;;;;;;
2731;;239.040.000;;;;;;;;;;;
2733;;239.400.000;;;;;;;;;;;
2735;;239.760.000;;;;;;;;;;;
2737;;240.120.000;;;;;;;;;;;
2739;;240.480.000;;;;;;;;;;;
2741;;240.840.000;;;;;;;;;;;
2743;;241.200.000;;;;;;;;;;;
2745;;241.560.000;;;;;;;;;;;
2747;;241.920.000;;;;;;;;;;;
2749;;242.280.000;;;;;;;;;;;
2751;;242.640.000;;;;;;;;;;;
2753;;243.000.000;;;;;;;;;;;
2755;;243.360.000;;;;;;;;;;;
2757;;243.720.000;;;;;;;;;;;
2759;;244.080.000;;;;;;;;;;;
2761;;244.440.000;;;;;;;;;;;
2763;;244.800.000;;;;;;;;;;;
2765;;245.160.000;;;;;;;;;;;
2767;;245.520.000;;;;;;;;;;;
2769;;245.880.000;;;;;;;;;;;
2771;;246.240.000;;;;;;;;;;;
2773;;246.600.000;;;;;;;;;;;
2775;;246.960.000;;;;;;;;;;;
2777;;247.320.000;;;;;;;;;;;
2779;;247.680.000;;;;;;;;;;;
2781;;248.040.000;;;;;;;;;;;
2783;;248.400.000;;;;;;;;;;;
2785;;248.760.000;;;;;;;;;;;
2787;;249.120.000;;;;;;;;;;;
2789;;249.480.000;;;;;;;;;;;
2791;;249.840.000;;;;;;;;;;;
2793;;250.200.000;;;;;;;;;;;
2795;;250.560.000;;;;;;;;;;;
2797;;250.920.000;;;;;;;;;;;
2799;;251.280.000;;;;;;;;;;;
2801;;251.640.000;;;;;;;;;;;
2803;;252.000.000;;;;;;;;;;;
2805;;252.360.000;;;;;;;;;;;
2807;;252.720.000;;;;;;;;;;;
2809;;253.080.000;;;;;;;;;;;
2811;;253.440.000;;;;;;;;;;;
2813;;253.800.000;;;;;;;;;;;
2815;;254.160.000;;;;;;;;;;;
2817;;254.520.000;;;;;;;;;;;
2819;;254.880.000;;;;;;;;;;;
2821;;255.240.000;;;;;;;;;;;
2823;;255.600.000;;;;;;;;;;;
2825;;255.960.000;;;;;;;;;;;
2827;;256.320.000;;;;;;;;;;;
2829;;256.680.000;;;;;;;;;;;
2831;;257.040.000;;;;;;;;;;;
2833;;257.400.000;;;;;;;;;;;
2835;;257.760.000;;;;;;;;;;;
2837;;258.120.000;;;;;;;;;;;
2839;;258.480.000;;;;;;;;;;;
2841;;258.840.000;;;;;;;;;;;
2843;;259.200.000;;;;;;;;;;;
2845;;259.560.000;;;;;;;;;;;
2847;;259.920.000;;;;;;;;;;;
2849;;260.280.000;;;;;;;;;;;
2851;;260.640.000;;;;;;;;;;;
2853;;261.000.000;;;;;;;;;;;
2855;;261.360.000;;;;;;;;;;;
2857;;261.720.000;;;;;;;;;;;
2859;;262.080.000;;;;;;;;;;;
2861;;262.440.000;;;;;;;;;;;
2863;;262.800.000;;;;;;;;;;;
2865;;263.160.000;;;;;;;;;;;
2867;;263.520.000;;;;;;;;;;;
2869;;263.880.000;;;;;;;;;;;
2871;;264.240.000;;;;;;;;;;;
2873;;264.600.000;;;;;;;;;;;
2875;;264.960.000;;;;;;;;;;;
2877;;265.320.000;;;;;;;;;;;
2879;;265.680.000;;;;;;;;;;;
2881;;266.040.000;;;;;;;;;;;
2883;;266.400.000;;;;;;;;;;;
2885;;266.760.000;;;;;;;;;;;
2887;;267.120.000;;;;;;;;;;;
2889;;267.480.000;;;;;;;;;;;
2891;;267.840.000;;;;;;;;;;;
2893;;268.200.000;;;;;;;;;;;
2895;;268.560.000;;;;;;;;;;;
2897;;268.920.000;;;;;;;;;;;
2899;;269.280.000;;;;3;;;;;;;
2901;;269.640.000;;;;;;;;;;;
2903;;270.000.000;;;;;;;;;;;
2905;;270.360.000;;;;;;;;;;;
2907;;270.720.000;;;;;;;;;;;
2909;;271.080.000;;;;;;;;;;;
2911;;271.440.000;;;;;;;;;;;
2913;;271.800.000;;;;;;;;;;;
2915;;272.160.000;;;;;;;;;;;
2917;;272.520.000;;;;;;;;;;;
2919;;272.880.000;;;;;;;;;;;
2921;;273.240.000;;;;;;;;;;;
2923;;273.600.000;;;;;;;;;;;
2925;;273.960.000;;;;;;;;;;;
2927;;274.320.000;;;;;;;;;;;
2929;;274.680.000;;;;;;;;;;;
2931;;275.040.000;;;;;;;;;;;
2933;;275.400.000;;;;;;;;;;;
2935;;275.760.000;;;;;;;;;;;
2937;;276.120.000;;;;;;;;;;;
2939;;276.480.000;;;;;;;;;;;
2941;;276.840.000;;;;;;;;;;;
2943;;277.200.000;;;;;;;;;;;
2945;;277.560.000;;;;;;;;;;;
2947;;277.920.000;;;;;;;;;;;
2949;;278.280.000;;;;;;;;;;;
2951;;278.640.000;;;;;;;;;;;
2953;;279.000.000;;;;;;;;;;;
2955;;279.360.000;;;;;;;;;;;
2957;;279.720.000;;;;;;;;;;;
2959;;280.080.000;;;;;;;;;;;
2961;;280.440.000;;;;;;;;;;;
2963;;280.800.000;;;;;;;;;;;
2965;;281.160.000;;;;;;;;;;;
2967;;281.520.000;;;;;;;;;;;
2969;;281.880.000;;;;;;;;;;;
2971;;282.240.000;;;;;;;;;;;
2973;;282.600.000;;;;;;;;;;;
2975;;282.960.000;;;;;;;;;;;
2977;;283.320.000;;;;;;;;;;;
2979;;283.680.000;;;;;;;;;;;
2981;;284.040.000;;;;;;;;;;;
2983;;284.400.000;;;;;;;;;;;
2985;;284.760.000;;;;;;;;;;;
2987;;285.120.000;;;;;;;;;;;
2989;;285.480.000;;;;;;;;;;;
2991;;285.840.000;;;;;;;;;;;
2993;;286.200.000;;;;;;;;;;;
2995;;286.560.000;;;;;;;;;;;
2997;;286.920.000;;;;;;;;;;;
2999;;287.280.000;;;;;;;;;;;
3001;;287.640.000;;;;;;;;;;;
3003;;288.000.000;;;;;;;;;;;
3005;;288.360.000;;;;;;;;;;;
3007;;288.720.000;;;;;;;;;;;
3009;;289.080.000;;;;;;;;;;;
3011;;289.440.000;;;;;;;;;;;
3013;;289.800.000;;;;;;;;;;;
3015;;290.160.000;;;;;;;;;;;
3017;;290.520.000;;;;;;;;;;;
3019;;290.880.000;;;;;;;;;;;
3021;;291.240.000;;;;;;;;;;;
3023;;291.600.000;;;;;;;;;;;
3025;;291.960.000;;;;;;;;;;;
3027;;292.320.000;;;;;;;;;;;
3029;;292.680.000;;;;;;;;;;;
3031;;293.040.000;;;;;;;;;;;
3033;;293.400.000;;;;;;;;;;;
3035;;293.760.000;;;;;;;;;;;
3037;;294.120.000;;;;;;;;;;;
3039;;294.480.000;;;;;;;;;;;
3041;;294.840.000;;;;;;;;;;;
3043;;295.200.000;;;;;;;;;;;
3045;;295.560.000;;;;;;;;;;;
3047;;295.920.000;;;;;;;;;;;
3049;;296.280.000;;;;;;;;;;;
3051;;296.640.000;;;;;;;;;;;
3053;;297.000.000;;;;;;;;;;;
3055;;297.360.000;;;;;;;;;;;
3057;;297.720.000;;;;;;;;;;;
3059;;298.080.000;;;;;;;;;;;
3061;;298.440.000;;;;;;;;;;;
3063;;298.800.000;;;;;;;;;;;
3065;;299.160.000;;;;;;;;;;;
3067;;299.520.000;;;;;;;;;;;
3069;;299.880.000;;;;;;;;;;;
3071;;300.240.000;;;;;;;;;;;
3073;;300.600.000;;;;;;;;;;;
3075;;300.960.000;;;;;;;;;;;
3077;;301.320.000;;;;;;;;;;;
3079;;301.680.000;;;;;;;;;;;
3081;;302.040.000;;;;;;;;;;;
3083;;302.400.000;;;;;;;;;;;
3085;;302.760.000;;;;;;;;;;;
3087;;303.120.000;;;;;;;;;;;
3089;;303.480.000;;;;;;;;;;;
3091;;303.840.000;;;;;;;;;;;
3093;;304.200.000;;;;;;;;;;;
3095;;304.560.000;;;;;;;;;;;
3097;;304.920.000;;;;;;;;;;;
3099;;305.280.000;;;;;;;;;;;
3101;;305.640.000;;;;;;;;;;;
3103;;306.000.000;;;;;;;;;;;
3105;;306.360.000;;;;;;;;;;;
3107;;306.720.000;;;;;;;;;;;
3109;;307.080.000;;;;;;;;;;;
3111;;307.440.000;;;;;;;;;;;
3113;;307.800.000;;;;;;;;;;;
3115;;308.160.000;;;;;;;;;;;
3117;;308.520.000;;;;;;;;;;;
3119;;308.880.000;;;;;;;;;;;
3121;;309.240.000;;;;;;;;;;;
3123;;309.600.000;;;;;;;;;;;
3125;;309.960.000;;;;;;;;;;;
3127;;310.320.000;;;;;;;;;;;
3129;;310.680.000;;;;;;;;;;;
3131;;311.040.000;;;;;;;;;;;
3133;;311.400.000;;;;;;;;;;;
3135;;311.760.000;;;;;;;;;;;
3137;;312.120.000;;;;;;;;;;;
3139;;312.480.000;;;;;;;;;;;
3141;;312.840.000;;;;;;;;;;;
3143;;313.200.000;;;;;;;;;;;
3145;;313.560.000;;;;;;;;;;;
3147;;313.920.000;;;;;;;;;;;
3149;;314.280.000;;;;;;;;;;;
3151;;314.640.000;;;;;;;;;;;
3153;;315.000.000;;;;;;;;;;;
3155;;315.360.000;;;;;;;;;;;
3157;;315.720.000;;;;;;;;;;;
3159;;316.080.000;;;;;;;;;;;
3161;;316.440.000;;;;;;;;;;;
3163;;316.800.000;;;;;;;;;;;
3165;;317.160.000;;;;;;;;;;;
3167;;317.520.000;;;;;;;;;;;
3169;;317.880.000;;;;;;;;;;;
3171;;318.240.000;;;;;;;;;;;
3173;;318.600.000;;;;;;;;;;;
3175;;318.960.000;;;;;;;;;;;
3177;;319.320.000;;;;;;;;;;;
3179;;319.680.000;;;;;;;;;;;
3181;;320.040.000;;;;;;;;;;;
3183;;320.400.000;;;;;;;;;;;
3185;;320.760.000;;;;;;;;;;;
3187;;321.120.000;;;;;;;;;;;
3189;;321.480.000;;;;;;;;;;;
3191;;321.840.000;;;;;;;;;;;
3193;;322.200.000;;;;;;;;;;;
3195;;322.560.000;;;;;;;;;;;
3197;;322.920.000;;;;;;;;;;;
3199;;323.280.000;;;;;;;;;;;
3201;;323.640.000;;;;;;;;;;;
3203;;324.000.000;;;;;;;;;;;
3205;;324.360.000;;;;;;;;;;;
3207;;324.720.000;;;;;;;;;;;
3209;;325.080.000;;;;;;;;;;;
3211;;325.440.000;;;;;;;;;;;
3213;;325.800.000;;;;;;;;;;;
3215;;326.160.000;;;;;;;;;;;
3217;;326.520.000;;;;;;;;;;;
3219;;326.880.000;;;;;;;;;;;
3221;;327.240.000;;;;;;;;;;;
3223;;327.600.000;;;;;;;;;;;
3225;;327.960.000;;;;;;;;;;;
3227;;328.320.000;;;;;;;;;;;
3229;;328.680.000;;;;;;;;;;;
3231;;329.040.000;;;;;;;;;;;
3233;;329.400.000;;;;;;;;;;;
3235;;329.760.000;;;;;;;;;;;
3237;;330.120.000;;;;;;;;;;;
3239;;330.480.000;;;;;;;;;;;
3241;;330.840.000;;;;;;;;;;;
3243;;331.200.000;;;;;;;;;;;
3245;;331.560.000;;;;;;;;;;;
3247;;331.920.000;;;;;;;;;;;
3249;;332.280.000;;;;;;;;;;;
3251;;332.640.000;;;;;;;;;;;
3253;;333.000.000;;;;;;;;;;;
3255;;333.360.000;;;;;;;;;;;
3257;;333.720.000;;;;;;;;;;;
3259;;334.080.000;;;;;;;;;;;
3261;;334.440.000;;;;;;;;;;;
3263;;334.800.000;;;;;;;;;;;
3265;;335.160.000;;;;;;;;;;;
3267;;335.520.000;;;;;;;;;;;
3269;;335.880.000;;;;;;;;;;;
3271;;336.240.000;;;;;;;;;;;
3273;;336.600.000;;;;;;;;;;;
3275;;336.960.000;;;;;;;;;;;
3277;;337.320.000;;;;;;;;;;;
3279;;337.680.000;;;;;;;;;;;
3281;;338.040.000;;;;;;;;;;;
3283;;338.400.000;;;;;;;;;;;
3285;;338.760.000;;;;;;;;;;;
3287;;339.120.000;;;;;;;;;;;
3289;;339.480.000;;;;;;;;;;;
3291;;339.840.000;;;;;;;;;;;
3293;;340.200.000;;;;;;;;;;;
3295;;340.560.000;;;;;0;;;;;;
3297;;340.920.000;;;;;;;;;;;
3299;;341.280.000;;;;;;0;;;;;
3301;;341.640.000;;;;;;;;;;;
3303;;342.000.000;;;;;;;;;;;
3305;;342.360.000;;;;;;;;;;;
3307;;342.720.000;;;;;;;;;;;
3309;;343.080.000;;;;;;;;;;;
3311;;343.440.000;;;;;;;;;;;
3313;;343.800.000;;;;;;;;;;;
3315;;344.160.000;;;;;;;;;;;
3317;;344.520.000;;;;;;;;;;;
3319;;344.880.000;;;;;;;;;;;
3321;;345.240.000;;;;;;;;;;;
3323;;345.600.000;;;;;;;;;;;
3325;;345.960.000;;;;;;;;;;;
3327;;346.320.000;;;;;;;;;;;
3329;;346.680.000;;;;;;;;;;;
3331;;347.040.000;;;;;;;;;;;
3333;;347.400.000;;;;;;;;;;;
3335;;347.760.000;;;;;;;;;;;
3337;;348.120.000;;;;;;;;;;;
3339;;348.480.000;;;;;;;;;;;
3341;;348.840.000;;;;;;;;;;;
3343;;349.200.000;;;;;;;;;;;
3345;;349.560.000;;;;;;;;;;;
3347;;349.920.000;;;;;;;;;;;
3349;;350.280.000;;;;;;;;;;;
3351;;350.640.000;;;;;;;;;;;
3353;;351.000.000;;;;;;;;;;;
3355;;351.360.000;;;;;;;;;;;
3357;;351.720.000;;;;;;;;;;;
3359;;352.080.000;;;;;;;;;;;
3361;;352.440.000;;;;;;;;;;;
3363;;352.800.000;;;;;;;;;;;
3365;;353.160.000;;;;;;;;;;;
3367;;353.520.000;;;;;;;;;;;
3369;;353.880.000;;;;;;;;;;;
3371;;354.240.000;;;;;;;;;;;
3373;;354.600.000;;;;;;;;;;;
3375;;354.960.000;;;;;;;;;;;
3377;;355.320.000;;;;;;;;;;;
3379;;355.680.000;;;;;;;;;;;
3381;;356.040.000;;;;;;;;;;;
3383;;356.400.000;;;;;;;;;;;
3385;;356.760.000;;;;;;;;;;;
3387;;357.120.000;;;;;;;;;;;
3389;;357.480.000;;;;;;;;;;;
3391;;357.840.000;;;;;;;;;;;
3393;;358.200.000;;;;;;;;;;;
3395;;358.560.000;;;;;;;;;;;
3397;;358.920.000;;;;;;;;;;;
3399;;359.280.000;;;;;;;;;;;
3401;;359.640.000;;;;;;;;;;;
3403;;0.000000;;;;;;;;;;;
3405;;0.360000;;;;;;;;;;;
3407;;0.720000;;;;;;;;;;;
3409;;1.080.000;;;;;;;;;;;
3411;;1.440.000;;;;;;;;;;;
3413;;1.800.000;;;;;;;;;;;
3415;;2.160.000;;;;;;;;;;;
3417;;2.520.000;;;;;;;;;;;
3419;;2.880.000;;;;;;;;;;;
3421;;3.240.000;;;;;;;;;;;
3423;;3.600.000;;;;;;;;;;;
3425;;3.960.000;;;;;;;;;;;
3427;;4.320.000;;;;;;;;;;;
3429;;4.680.000;;;;;;;;;;;
3431;;5.040.000;;;;;;;;;;;
3433;;5.400.000;;;;;;;;;;;
3435;;5.760.000;;;;;;;;;;;
3437;;6.120.000;;;;;;;;;;;
3439;;6.480.000;;;;;;;;;;;
3441;;6.840.000;;;;;;;;;;;
3443;;7.200.000;;;;;;;;;;;
3445;;7.560.000;;;;;;;;;;;
3447;;7.920.000;;;;;;;;;;;
3449;;8.280.000;;;;;;;;;;;
3451;;8.640.000;;;;;;;;;;;
3453;;9.000.000;;;;;;;;;;;
3455;;9.360.000;;;;;;;;;;;
3457;;9.720.000;;;;;;;;;;;
3459;;10.080.000;;;;;;;;;;;
3461;;10.440.000;;;;;;;;;;;
3463;;10.800.000;;;;;;;;;;;
3465;;11.160.000;;;;;;;;;;;
3467;;11.520.000;;;;;;;;;;;
3469;;11.880.000;;;;;;;;;;;
3471;;12.240.000;;;;;;;;;;;
3473;;12.600.000;;;;;;;;;;;
3475;;12.960.000;;;;;;;;;;;
3477;;13.320.000;;;;;;;;;;;
3479;;13.680.000;;;;;;;;;;;
3481;;14.040.000;;;;;;;;;;;
3483;;14.400.000;;;;;;;;;;;
3485;;14.760.000;;;;;;;;;;;
3487;;15.120.000;;;;;;;;;;;
3489;;15.480.000;;;;;;;;;;;
3491;;15.840.000;;;;;;;;;;;
3493;;16.200.000;;;;;;;;;;;
3495;;16.560.000;;;;;;;;;;;
3497;;16.920.000;;;;;;;;;;;
3499;;17.280.000;;;;;;;;;;;
3501;;17.640.000;;;;;;;;;;;
3503;;18.000.000;;;;;;;;;;;
3505;;18.360.000;;;;;;;;;;;
3507;;18.720.000;;;;;;;;;;;
3509;;19.080.000;;;;;;;;;;;
3511;;19.440.000;;;;;;;;;;;
3513;;19.800.000;;;;;;;;;;;
3515;;20.160.000;;;;;;;;;;;
3517;;20.520.000;;;;;1;;;;;;
3519;;20.880.000;;;;;;;;;;;
3521;;21.240.000;;;;;;;;;;;
3523;;21.600.000;;;;;;;;;;;
3525;;21.960.000;;;;;;;;;;;
3527;;22.320.000;;;;;;;;;;;
3529;;22.680.000;;;;;;;;;;;
3531;;23.040.000;;;;;;;;;;;
3533;;23.400.000;;;;;;;;;;;
3535;;23.760.000;;;;;;;;;;;
3537;;24.120.000;;;;;;;;;;;
3539;;24.480.000;;;;;;;;;;;
3541;;24.840.000;;;;;;;;;;;
3543;;25.200.000;;;;;;;;;;;
3545;;25.560.000;;;;;;;;;;;
3547;;25.920.000;;;;;;;;;;;
3549;;26.280.000;;;;;;1;;;;;
3551;;26.640.000;;;;;;;;;;;
3553;;27.000.000;;;;;;;;;;;
3555;;27.360.000;;;;;;;;;;;
3557;;27.720.000;;;;;;;;;;;
3559;;28.080.000;;;;;;;;;;;
3561;;28.440.000;;;;;;;;;;;
3563;;28.800.000;;;;;;;;;;;
3565;;29.160.000;;;;;;;;;;;
3567;;29.520.000;;;;;;;;;;;
3569;;29.880.000;;;;;;;;;;;
3571;;30.240.000;;;;;;;;;;;
3573;;30.600.000;;;;;;;;;;;
3575;;30.960.000;;;;;;;;;;;
3577;;31.320.000;;;;;;;;;;;
3579;;31.680.000;;;;;;;;;;;
3581;;32.040.000;;;;;;;;;;;
3583;;32.400.000;;;;;;;;;;;
3585;;32.760.000;;;;;;;;;;;
3587;;33.120.000;;;;;;;;;;;
3589;;33.480.000;;;;;;;;;;;
3591;;33.840.000;;;;;;;;;;;
3593;;34.200.000;;;;;;;;;;;
3595;;34.560.000;;;;;;;;;;;
3597;;34.920.000;;;;;;;;;;;
3599;;35.280.000;;;;;;;;;;;
3601;;35.640.000;;;;;;;;;;;
3603;;36.000.000;;;;;;;;;;;
3605;;36.360.000;;;;;;;;;;;
3607;;36.720.000;;;;;;;;;;;
3609;;37.080.000;;;;;;;;;;;
3611;;37.440.000;;;;;;;;;;;
3613;;37.800.000;;;;;;;;;;;
3615;;38.160.000;;;;;;;;;;;
3617;;38.520.000;;;;;;;;;;;
3619;;38.880.000;;;;;;;;;;;
3621;;39.240.000;;;;;;;;;;;
3623;;39.600.000;;;;;;;;;;;
3625;;39.960.000;;;;;;;;;;;
3627;;40.320.000;;;;;;;;;;;
3629;;40.680.000;;;;;;;;;;;
3631;;41.040.000;;;;;;;;;;;
3633;;41.400.000;;;;;;;;;;;
3635;;41.760.000;;;;;;;;;;;
3637;;42.120.000;;;;;;;;;;;
3639;;42.480.000;;;;;;;;;;;
3641;;42.840.000;;;;;;;;;;;
3643;;43.200.000;;;;;;;;;;;
3645;;43.560.000;;;;;;;;;;;
3647;;43.920.000;;;;;;;;;;;
3649;;44.280.000;;;;;;;;;;;
3651;;44.640.000;;;;;;;;;;;
3653;;45.000.000;;;;;;;;;;;
3655;;45.360.000;;;;;;;;;;;
3657;;45.720.000;;;;;;;;;;;
3659;;46.080.000;;;;;;;;;;;
3661;;46.440.000;;;;;;;;;;;
3663;;46.800.000;;;;;;;;;;;
3665;;47.160.000;;;;;;;;;;;
3667;;47.520.000;;;;;;;;;;;
3669;;47.880.000;;;;;;;;;;;
3671;;48.240.000;;;;;;;;;;;
3673;;48.600.000;;;;;;;;;;;
3675;;48.960.000;;;;;;;;;;;
3677;;49.320.000;;;;;;;;;;;
3679;;49.680.000;;;;;;;;;;;
3681;;50.040.000;;;;;;;;;;;
3683;;50.400.000;;;;;;;;;;;
3685;;50.760.000;;;;;;;;;;;
3687;;51.120.000;;;;;;;;;;;
3689;;51.480.000;;;;;;;;;;;
3691;;51.840.000;;;;;;;;;;;
3693;;52.200.000;;;;;;;;;;;
3695;;52.560.000;;;;;;;;;;;
3697;;52.920.000;;;;;;;;;;;
3699;;53.280.000;;;;;;;;;;;
3701;;53.640.000;;;;;;;;;;;
3703;;54.000.000;;;;;;;;;;;
3705;;54.360.000;;;;;;;;;;;
3707;;54.720.000;;;;;;;;;;;
3709;;55.080.000;;;;;;;;;;;
3711;;55.440.000;;;;;;;;;;;
3713;;55.800.000;;;;;;;;;;;
3715;;56.160.000;;;;;;;;;;;
3717;;56.520.000;;;;;;;;;;;
3719;;56.880.000;;;;;;;;;;;
3721;;57.240.000;;;;;;;;;;;
3723;;57.600.000;;;;;;;;;;;
3725;;57.960.000;;;;;;;;;;;
3727;;58.320.000;;;;;;;;;;;
3729;;58.680.000;;;;;;;;;;;
3731;;59.040.000;;;;;;;;;;;
3733;;59.400.000;;;;;;;;;;;
3735;;59.760.000;;;;;;;;;;;
3737;;60.120.000;;;;;;;;;;;
3739;;60.480.000;;;;;;;;;;;
3741;;60.840.000;;;;;;;;;;;
3743;;61.200.000;;;;;;;;;;;
3745;;61.560.000;;;;;;;;;;;
3747;;61.920.000;;;;;;;;;;;
3749;;62.280.000;;;;;;;;;;;
3751;;62.640.000;;;;;;;;;;;
3753;;63.000.000;;;;;;;;;;;
3755;;63.360.000;;;;;;;;;;;
3757;;63.720.000;;;;;;;;;;;
3759;;64.080.000;;;;;;;;;;;
3761;;64.440.000;;;;;;;;;;;
3763;;64.800.000;;;;;;;;;;;
3765;;65.160.000;;;;;;;;;;;
3767;;65.520.000;;;;;;;;;;;
3769;;65.880.000;;;;;;;;;;;
3771;;66.240.000;;;;;;;;;;;
3773;;66.600.000;;;;;;;;;;;
3775;;66.960.000;;;;;;;;;;;
3777;;67.320.000;;;;;;;;;;;
3779;;67.680.000;;;;;;;;;;;
3781;;68.040.000;;;;;;;;;;;
3783;;68.400.000;;;;;;;;;;;
3785;;68.760.000;;;;;;;;;;;
3787;;69.120.000;;;;;;;;;;;
3789;;69.480.000;;;;;;;;;;;
3791;;69.840.000;;;;;;;;;;;
3793;;70.200.000;;;;;;;;;;;
3795;;70.560.000;;;;;;;;;;;
3797;;70.920.000;;;;;;;;;;;
3799;;71.280.000;;;;;;;;;;;
3801;;71.640.000;;;;;;;;;;;
3803;;72.000.000;;;;;;;;;;;
3805;;72.360.000;;;;;;;;;;;
3807;;72.720.000;;;;;;;;;;;
3809;;73.080.000;;;;;;;;;;;
3811;;73.440.000;;;;;;;;;;;
3813;;73.800.000;;;;;;;;;;;
3815;;74.160.000;;;;;;;;;;;
3817;;74.520.000;;;;;;;;;;;
3819;;74.880.000;;;;;;;;;;;
3821;;75.240.000;;;;;;;;;;;
3823;;75.600.000;;;;;;;;;;;
3825;;75.960.000;;;;;;;;;;;
3827;;76.320.000;;;;;;;;;;;
3829;;76.680.000;;;;;;;;;;;
3831;;77.040.000;;;;;;;;;;;
3833;;77.400.000;;;;;;;;;;;
3835;;77.760.000;;;;;;;;;;;
3837;;78.120.000;;;;;;;;;;;
3839;;78.480.000;;;;;;;;;;;
3841;;78.840.000;;;;;;;;;;;
3843;;79.200.000;;;;;;;;;;;
3845;;79.560.000;;;;;;;;;;;
3847;;79.920.000;;;;;;;;;;;
3849;;80.280.000;;;;;;;;;;;
3851;;80.640.000;;;;;;;;;;;
3853;;81.000.000;;;;;;;;;;;
3855;;81.360.000;;;;;;;;;;;
3857;;81.720.000;;;;;;;;;;;
3859;;82.080.000;;;;;;;;;;;
3861;;82.440.000;;;;;;;;;;;
3863;;82.800.000;;;;;;;;;;;
3865;;83.160.000;;;;;;;;;;;
3867;;83.520.000;;;;;;;;;;;
3869;;83.880.000;;;;;;;;;;;
3871;;84.240.000;;;;;;;;;;;
3873;;84.600.000;;;;;;;;;;;
3875;;84.960.000;;;;;;;;;;;
3877;;85.320.000;;;;;;;;;;;
3879;;85.680.000;;;;;;;;;;;
3881;;86.040.000;;;;;;;;;;;
3883;;86.400.000;;;;;;;;;;;
3885;;86.760.000;;;;;;;;;;;
3887;;87.120.000;;;;;;;;;;;
3889;;87.480.000;;;;;;;;;;;
3891;;87.840.000;;;;;;;;;;;
3893;;88.200.000;;;;;;;;;;;
3895;;88.560.000;;;;;;;;;;;
3897;;88.920.000;;;;;;;;;;;
3899;;89.280.000;;;;6;;;;;;;
3901;;89.640.000;;;;;;;;;;;
3903;;90.000.000;;;;;;;;;;;
3905;;90.360.000;;;;;;;;;;;
3907;;90.720.000;;;;;;;;;;;
3909;;91.080.000;;;;;;;;;;;
3911;;91.440.000;;;;;;;;;;;
3913;;91.800.000;;;;;;;;;;;
3915;;92.160.000;;;;;;;;;;;
3917;;92.520.000;;;;;;;;;;;
3919;;92.880.000;;;;;;;;;;;
3921;;93.240.000;;;;;;;;;;;
3923;;93.600.000;;;;;;;;;;;
3925;;93.960.000;;;;;;;;;;;
3927;;94.320.000;;;;;;;;;;;
3929;;94.680.000;;;;;;;;;;;
3931;;95.040.000;;;;;;;;;;;
3933;;95.400.000;;;;;;;;;;;
3935;;95.760.000;;;;;;;;;;;
3937;;96.120.000;;;;;;;;;;;
3939;;96.480.000;;;;;;;;;;;
3941;;96.840.000;;;;;;;;;;;
3943;;97.200.000;;;;;;;;;;;
3945;;97.560.000;;;;;;;;;;;
3947;;97.920.000;;;;;;;;;;;
3949;;98.280.000;;;;;;;;;;;
3951;;98.640.000;;;;;;;;;;;
3953;;99.000.000;;;;;;;;;;;
3955;;99.360.000;;;;;;;;;;;
3957;;99.720.000;;;;;;;;;;;
3959;;100.080.000;;;;;;;;;;;
3961;;100.440.000;;;;;;;;;;;
3963;;100.800.000;;;;;;;;;;;
3965;;101.160.000;;;;;;;;;;;
3967;;101.520.000;;;;;;;;;;;
3969;;101.880.000;;;;;;;;;;;
3971;;102.240.000;;;;;;;;;;;
3973;;102.600.000;;;;;;;;;;;
3975;;102.960.000;;;;;;;;;;;
3977;;103.320.000;;;;;;;;;;;
