timestamp;wipingCmd;WiperMotorAngle;WiperMotorSpeed;wiperMotorLowSpeedOut;wiperMotorHighSpeedOut;Wiping_HMI_rqst;wiperParkStatusIn;wiperParkStatusOut;wiperMotorLowSpeed;Digital_WiperHi;Digital_WiperLo;bWiperMotorLowSpeed;WiperMotorHighSpeed
3979;;103.680.000;;;;;;;;;;;
3981;;104.040.000;;;;;;;;;;;
3983;;104.400.000;;;;;;;;;;;
3985;;104.760.000;;;;;;;;;;;
3987;;105.120.000;;;;;;;;;;;
3989;;105.480.000;;;;;;;;;;;
3991;;105.840.000;;;;;;;;;;;
3993;;106.200.000;;;;;;;;;;;
3995;;106.560.000;;;;;;;;;;;
3997;;106.920.000;;;;;;;;;;;
3999;;107.280.000;;;;;;;;;0;;
4001;;107.640.000;;;;;;;;;;;
4003;;108.000.000;;;;;;;;;;;
4005;;108.360.000;;;;;;;;;;;
4007;;108.720.000;;;;;;;;;;;
4009;;109.080.000;;;;;;;;;;;
4011;;109.440.000;;;;;;;;;;;
4013;;109.800.000;;;;;;;;;;;
4015;;110.160.000;;;;;;;;;;;
4017;;110.520.000;;;;;;;;;;;
4019;;110.880.000;;;;;;;;;;;
4021;;111.240.000;;;;;;;;;;;
4023;;111.600.000;;;;;;;;;;;
4025;;111.960.000;;;;;;;;;;;
4027;;112.320.000;;;;;;;;;;;
4029;;112.680.000;;;;;;;;;;;
4031;;113.040.000;;;;;;;;;;;
4033;;113.400.000;;;;;;;;;;;
4035;;113.760.000;;;;;;;;;;;
4037;;114.120.000;;;;;;;;;;;
4039;;114.480.000;;;;;;;;;;;
4041;;114.840.000;;;;;;;;;;;
4043;;115.200.000;;;;;;;;;;;
4045;;115.560.000;;;;;;;;;;;
4047;;115.920.000;;;;;;;;;;;
4049;;116.280.000;;;;;;;;;;;
4051;;116.640.000;;;;;;;;;;;
4053;;117.000.000;;;;;;;;;;;
4055;;117.360.000;;;;;;;;;;;
4057;;117.720.000;;;;;;;;;;;
4059;;118.080.000;;;;;;;;;;;
4061;;118.440.000;;;;;;;;;;;
4063;;118.800.000;;;;;;;;;;;
4065;;119.160.000;;;;;;;;;;;
4067;;119.520.000;;;;;;;;;;;
4069;;119.880.000;;;;;;;;;;;
4071;;120.240.000;;;;;;;;;;;
4073;;120.600.000;;;;;;;;;;;
4075;;120.960.000;;;;;;;;;;;
4077;;121.320.000;;;;;;;;;;;
4079;;121.680.000;;;;;;;;;;;
4081;;122.040.000;;;;;;;;;;;
4083;;122.400.000;;;;;;;;;;;
4085;;122.760.000;;;;;;;;;;;
4087;;123.120.000;;;;;;;;;;;
4089;;123.480.000;;;;;;;;;;;
4091;;123.840.000;;;;;;;;;;;
4093;;124.200.000;;;;;;;;;;;
4095;;124.560.000;;;;;;;;;;;
4097;;124.920.000;;;;;;;;;;;
4099;;125.280.000;;;;;;;0;;;;
4101;;125.640.000;;0;;;;;;;;;
4103;;126.000.000;0.000000;;;;;;;;;;
4899;;;;;;1;;;;;;;
5899;;;;;;2;;;;;;;
6899;;;;;;3;;;;;;;
6999;;;;;;;;;;;1;;
7099;;;;;;;;;1;;;;
7101;;;;1;;;;;;;;;
7103;;;30.000.000;;;;;;;;;;
7105;;126.360.000;;;;;;;;;;;
7107;;126.720.000;;;;;;;;;;;
7109;;127.080.000;;;;;;;;;;;
7111;;127.440.000;;;;;;;;;;;
7113;;127.800.000;;;;;;;;;;;
7115;;128.160.000;;;;;;;;;;;
7117;;128.520.000;;;;;;;;;;;
7119;;128.880.000;;;;;;;;;;;
7121;;129.240.000;;;;;;;;;;;
7123;;129.600.000;;;;;;;;;;;
7125;;129.960.000;;;;;;;;;;;
7127;;130.320.000;;;;;;;;;;;
7129;;130.680.000;;;;;;;;;;;
7131;;131.040.000;;;;;;;;;;;
7133;;131.400.000;;;;;;;;;;;
7135;;131.760.000;;;;;;;;;;;
7137;;132.120.000;;;;;;;;;;;
7139;;132.480.000;;;;;;;;;;;
7141;;132.840.000;;;;;;;;;;;
7143;;133.200.000;;;;;;;;;;;
7145;;133.560.000;;;;;;;;;;;
7147;;133.920.000;;;;;;;;;;;
7149;;134.280.000;;;;;;;;;;;
7151;;134.640.000;;;;;;;;;;;
7153;;135.000.000;;;;;;;;;;;
7155;;135.360.000;;;;;;;;;;;
7157;;135.720.000;;;;;;;;;;;
7159;;136.080.000;;;;;;;;;;;
7161;;136.440.000;;;;;;;;;;;
7163;;136.800.000;;;;;;;;;;;
7165;;137.160.000;;;;;;;;;;;
7167;;137.520.000;;;;;;;;;;;
7169;;137.880.000;;;;;;;;;;;
7171;;138.240.000;;;;;;;;;;;
7173;;138.600.000;;;;;;;;;;;
7175;;138.960.000;;;;;;;;;;;
7177;;139.320.000;;;;;;;;;;;
7179;;139.680.000;;;;;;;;;;;
7181;;140.040.000;;;;;;;;;;;
7183;;140.400.000;;;;;;;;;;;
7185;;140.760.000;;;;;;;;;;;
7187;;141.120.000;;;;;;;;;;;
7189;;141.480.000;;;;;;;;;;;
7191;;141.840.000;;;;;;;;;;;
7193;;142.200.000;;;;;;;;;;;
7195;;142.560.000;;;;;;;;;;;
7197;;142.920.000;;;;;;;;;;;
7199;;143.280.000;;;;;;;;;;;
7201;;143.640.000;;;;;;;;;;;
7203;;144.000.000;;;;;;;;;;;
7205;;144.360.000;;;;;;;;;;;
7207;;144.720.000;;;;;;;;;;;
7209;;145.080.000;;;;;;;;;;;
7211;;145.440.000;;;;;;;;;;;
7213;;145.800.000;;;;;;;;;;;
7215;;146.160.000;;;;;;;;;;;
7217;;146.520.000;;;;;;;;;;;
7219;;146.880.000;;;;;;;;;;;
7221;;147.240.000;;;;;;;;;;;
7223;;147.600.000;;;;;;;;;;;
7225;;147.960.000;;;;;;;;;;;
7227;;148.320.000;;;;;;;;;;;
7229;;148.680.000;;;;;;;;;;;
7231;;149.040.000;;;;;;;;;;;
7233;;149.400.000;;;;;;;;;;;
7235;;149.760.000;;;;;;;;;;;
7237;;150.120.000;;;;;;;;;;;
7239;;150.480.000;;;;;;;;;;;
7241;;150.840.000;;;;;;;;;;;
7243;;151.200.000;;;;;;;;;;;
7245;;151.560.000;;;;;;;;;;;
7247;;151.920.000;;;;;;;;;;;
7249;;152.280.000;;;;;;;;;;;
7251;;152.640.000;;;;;;;;;;;
7253;;153.000.000;;;;;;;;;;;
7255;;153.360.000;;;;;;;;;;;
7257;;153.720.000;;;;;;;;;;;
7259;;154.080.000;;;;;;;;;;;
7261;;154.440.000;;;;;;;;;;;
7263;;154.800.000;;;;;;;;;;;
7265;;155.160.000;;;;;;;;;;;
7267;;155.520.000;;;;;;;;;;;
7269;;155.880.000;;;;;;;;;;;
7271;;156.240.000;;;;;;;;;;;
7273;;156.600.000;;;;;;;;;;;
7275;;156.960.000;;;;;;;;;;;
7277;;157.320.000;;;;;;;;;;;
7279;;157.680.000;;;;;;;;;;;
7281;;158.040.000;;;;;;;;;;;
7283;;158.400.000;;;;;;;;;;;
7285;;158.760.000;;;;;;;;;;;
7287;;159.120.000;;;;;;;;;;;
7289;;159.480.000;;;;;;;;;;;
7291;;159.840.000;;;;;;;;;;;
7293;;160.200.000;;;;;;;;;;;
7295;;160.560.000;;;;;;;;;;;
7297;;160.920.000;;;;;;;;;;;
7299;;161.280.000;;;;;;;;;;;
7301;;161.640.000;;;;;;;;;;;
7303;;162.000.000;;;;;;;;;;;
7305;;162.360.000;;;;;;;;;;;
7307;;162.720.000;;;;;;;;;;;
7309;;163.080.000;;;;;;;;;;;
7311;;163.440.000;;;;;;;;;;;
7313;;163.800.000;;;;;;;;;;;
7315;;164.160.000;;;;;;;;;;;
7317;;164.520.000;;;;;;;;;;;
7319;;164.880.000;;;;;;;;;;;
7321;;165.240.000;;;;;;;;;;;
7323;;165.600.000;;;;;;;;;;;
7325;;165.960.000;;;;;;;;;;;
7327;;166.320.000;;;;;;;;;;;
7329;;166.680.000;;;;;;;;;;;
7331;;167.040.000;;;;;;;;;;;
7333;;167.400.000;;;;;;;;;;;
7335;;167.760.000;;;;;;;;;;;
7337;;168.120.000;;;;;;;;;;;
7339;;168.480.000;;;;;;;;;;;
7341;;168.840.000;;;;;;;;;;;
7343;;169.200.000;;;;;;;;;;;
7345;;169.560.000;;;;;;;;;;;
7347;;169.920.000;;;;;;;;;;;
7349;;170.280.000;;;;;;;;;;;
7351;;170.640.000;;;;;;;;;;;
7353;;171.000.000;;;;;;;;;;;
7355;;171.360.000;;;;;;;;;;;
7357;;171.720.000;;;;;;;;;;;
7359;;172.080.000;;;;;;;;;;;
7361;;172.440.000;;;;;;;;;;;
7363;;172.800.000;;;;;;;;;;;
7365;;173.160.000;;;;;;;;;;;
7367;;173.520.000;;;;;;;;;;;
7369;;173.880.000;;;;;;;;;;;
7371;;174.240.000;;;;;;;;;;;
7373;;174.600.000;;;;;;;;;;;
7375;;174.960.000;;;;;;;;;;;
7377;;175.320.000;;;;;;;;;;;
7379;;175.680.000;;;;;;;;;;;
7381;;176.040.000;;;;;;;;;;;
7383;;176.400.000;;;;;;;;;;;
7385;;176.760.000;;;;;;;;;;;
7387;;177.120.000;;;;;;;;;;;
7389;;177.480.000;;;;;;;;;;;
7391;;177.840.000;;;;;;;;;;;
7393;;178.200.000;;;;;;;;;;;
7395;;178.560.000;;;;;;;;;;;
7397;;178.920.000;;;;;;;;;;;
7399;;179.280.000;;;;;;;;;;;
7401;;179.640.000;;;;;;;;;;;
7403;;180.000.000;;;;;;;;;;;
7405;;180.360.000;;;;;;;;;;;
7407;;180.720.000;;;;;;;;;;;
7409;;181.080.000;;;;;;;;;;;
7411;;181.440.000;;;;;;;;;;;
7413;;181.800.000;;;;;;;;;;;
7415;;182.160.000;;;;;;;;;;;
7417;;182.520.000;;;;;;;;;;;
7419;;182.880.000;;;;;;;;;;;
7421;;183.240.000;;;;;;;;;;;
7423;;183.600.000;;;;;;;;;;;
7425;;183.960.000;;;;;;;;;;;
7427;;184.320.000;;;;;;;;;;;
7429;;184.680.000;;;;;;;;;;;
7431;;185.040.000;;;;;;;;;;;
7433;;185.400.000;;;;;;;;;;;
7435;;185.760.000;;;;;;;;;;;
7437;;186.120.000;;;;;;;;;;;
7439;;186.480.000;;;;;;;;;;;
7441;;186.840.000;;;;;;;;;;;
7443;;187.200.000;;;;;;;;;;;
7445;;187.560.000;;;;;;;;;;;
7447;;187.920.000;;;;;;;;;;;
7449;;188.280.000;;;;;;;;;;;
7451;;188.640.000;;;;;;;;;;;
7453;;189.000.000;;;;;;;;;;;
7455;;189.360.000;;;;;;;;;;;
7457;;189.720.000;;;;;;;;;;;
7459;;190.080.000;;;;;;;;;;;
7461;;190.440.000;;;;;;;;;;;
7463;;190.800.000;;;;;;;;;;;
7465;;191.160.000;;;;;;;;;;;
7467;;191.520.000;;;;;;;;;;;
7469;;191.880.000;;;;;;;;;;;
7471;;192.240.000;;;;;;;;;;;
7473;;192.600.000;;;;;;;;;;;
7475;;192.960.000;;;;;;;;;;;
7477;;193.320.000;;;;;;;;;;;
7479;;193.680.000;;;;;;;;;;;
7481;;194.040.000;;;;;;;;;;;
7483;;194.400.000;;;;;;;;;;;
7485;;194.760.000;;;;;;;;;;;
7487;;195.120.000;;;;;;;;;;;
7489;;195.480.000;;;;;;;;;;;
7491;;195.840.000;;;;;;;;;;;
7493;;196.200.000;;;;;;;;;;;
7495;;196.560.000;;;;;;;;;;;
7497;;196.920.000;;;;;;;;;;;
7499;;197.280.000;;;;;;;;;;;
7501;;197.640.000;;;;;;;;;;;
7503;;198.000.000;;;;;;;;;;;
7505;;198.360.000;;;;;;;;;;;
7507;;198.720.000;;;;;;;;;;;
7509;;199.080.000;;;;;;;;;;;
7511;;199.440.000;;;;;;;;;;;
7513;;199.800.000;;;;;;;;;;;
7515;;200.160.000;;;;;;;;;;;
7517;;200.520.000;;;;;;;;;;;
7519;;200.880.000;;;;;;;;;;;
7521;;201.240.000;;;;;;;;;;;
7523;;201.600.000;;;;;;;;;;;
7525;;201.960.000;;;;;;;;;;;
7527;;202.320.000;;;;;;;;;;;
7529;;202.680.000;;;;;;;;;;;
7531;;203.040.000;;;;;;;;;;;
7533;;203.400.000;;;;;;;;;;;
7535;;203.760.000;;;;;;;;;;;
7537;;204.120.000;;;;;;;;;;;
7539;;204.480.000;;;;;;;;;;;
7541;;204.840.000;;;;;;;;;;;
7543;;205.200.000;;;;;;;;;;;
7545;;205.560.000;;;;;;;;;;;
7547;;205.920.000;;;;;;;;;;;
7549;;206.280.000;;;;;;;;;;;
7551;;206.640.000;;;;;;;;;;;
7553;;207.000.000;;;;;;;;;;;
7555;;207.360.000;;;;;;;;;;;
7557;;207.720.000;;;;;;;;;;;
7559;;208.080.000;;;;;;;;;;;
7561;;208.440.000;;;;;;;;;;;
7563;;208.800.000;;;;;;;;;;;
7565;;209.160.000;;;;;;;;;;;
7567;;209.520.000;;;;;;;;;;;
7569;;209.880.000;;;;;;;;;;;
7571;;210.240.000;;;;;;;;;;;
7573;;210.600.000;;;;;;;;;;;
7575;;210.960.000;;;;;;;;;;;
7577;;211.320.000;;;;;;;;;;;
7579;;211.680.000;;;;;;;;;;;
7581;;212.040.000;;;;;;;;;;;
7583;;212.400.000;;;;;;;;;;;
7585;;212.760.000;;;;;;;;;;;
7587;;213.120.000;;;;;;;;;;;
7589;;213.480.000;;;;;;;;;;;
7591;;213.840.000;;;;;;;;;;;
7593;;214.200.000;;;;;;;;;;;
7595;;214.560.000;;;;;;;;;;;
7597;;214.920.000;;;;;;;;;;;
7599;;215.280.000;;;;;;;;;;;
7601;;215.640.000;;;;;;;;;;;
7603;;216.000.000;;;;;;;;;;;
7605;;216.360.000;;;;;;;;;;;
7607;;216.720.000;;;;;;;;;;;
7609;;217.080.000;;;;;;;;;;;
7611;;217.440.000;;;;;;;;;;;
7613;;217.800.000;;;;;;;;;;;
7615;;218.160.000;;;;;;;;;;;
7617;;218.520.000;;;;;;;;;;;
7619;;218.880.000;;;;;;;;;;;
7621;;219.240.000;;;;;;;;;;;
7623;;219.600.000;;;;;;;;;;;
7625;;219.960.000;;;;;;;;;;;
7627;;220.320.000;;;;;;;;;;;
7629;;220.680.000;;;;;;;;;;;
7631;;221.040.000;;;;;;;;;;;
7633;;221.400.000;;;;;;;;;;;
7635;;221.760.000;;;;;;;;;;;
7637;;222.120.000;;;;;;;;;;;
7639;;222.480.000;;;;;;;;;;;
7641;;222.840.000;;;;;;;;;;;
7643;;223.200.000;;;;;;;;;;;
7645;;223.560.000;;;;;;;;;;;
7647;;223.920.000;;;;;;;;;;;
7649;;224.280.000;;;;;;;;;;;
7651;;224.640.000;;;;;;;;;;;
7653;;225.000.000;;;;;;;;;;;
7655;;225.360.000;;;;;;;;;;;
7657;;225.720.000;;;;;;;;;;;
7659;;226.080.000;;;;;;;;;;;
7661;;226.440.000;;;;;;;;;;;
7663;;226.800.000;;;;;;;;;;;
7665;;227.160.000;;;;;;;;;;;
7667;;227.520.000;;;;;;;;;;;
7669;;227.880.000;;;;;;;;;;;
7671;;228.240.000;;;;;;;;;;;
7673;;228.600.000;;;;;;;;;;;
7675;;228.960.000;;;;;;;;;;;
7677;;229.320.000;;;;;;;;;;;
7679;;229.680.000;;;;;;;;;;;
7681;;230.040.000;;;;;;;;;;;
7683;;230.400.000;;;;;;;;;;;
7685;;230.760.000;;;;;;;;;;;
7687;;231.120.000;;;;;;;;;;;
7689;;231.480.000;;;;;;;;;;;
7691;;231.840.000;;;;;;;;;;;
7693;;232.200.000;;;;;;;;;;;
7695;;232.560.000;;;;;;;;;;;
7697;;232.920.000;;;;;;;;;;;
7699;;233.280.000;;;;;;;;;;;
7701;;233.640.000;;;;;;;;;;;
7703;;234.000.000;;;;;;;;;;;
7705;;234.360.000;;;;;;;;;;;
7707;;234.720.000;;;;;;;;;;;
7709;;235.080.000;;;;;;;;;;;
7711;;235.440.000;;;;;;;;;;;
7713;;235.800.000;;;;;;;;;;;
7715;;236.160.000;;;;;;;;;;;
7717;;236.520.000;;;;;;;;;;;
7719;;236.880.000;;;;;;;;;;;
7721;;237.240.000;;;;;;;;;;;
7723;;237.600.000;;;;;;;;;;;
7725;;237.960.000;;;;;;;;;;;
7727;;238.320.000;;;;;;;;;;;
7729;;238.680.000;;;;;;;;;;;
7731;;239.040.000;;;;;;;;;;;
7733;;239.400.000;;;;;;;;;;;
7735;;239.760.000;;;;;;;;;;;
7737;;240.120.000;;;;;;;;;;;
7739;;240.480.000;;;;;;;;;;;
7741;;240.840.000;;;;;;;;;;;
7743;;241.200.000;;;;;;;;;;;
7745;;241.560.000;;;;;;;;;;;
7747;;241.920.000;;;;;;;;;;;
7749;;242.280.000;;;;;;;;;;;
7751;;242.640.000;;;;;;;;;;;
7753;;243.000.000;;;;;;;;;;;
7755;;243.360.000;;;;;;;;;;;
7757;;243.720.000;;;;;;;;;;;
7759;;244.080.000;;;;;;;;;;;
7761;;244.440.000;;;;;;;;;;;
7763;;244.800.000;;;;;;;;;;;
7765;;245.160.000;;;;;;;;;;;
7767;;245.520.000;;;;;;;;;;;
7769;;245.880.000;;;;;;;;;;;
7771;;246.240.000;;;;;;;;;;;
7773;;246.600.000;;;;;;;;;;;
7775;;246.960.000;;;;;;;;;;;
7777;;247.320.000;;;;;;;;;;;
7779;;247.680.000;;;;;;;;;;;
7781;;248.040.000;;;;;;;;;;;
7783;;248.400.000;;;;;;;;;;;
7785;;248.760.000;;;;;;;;;;;
7787;;249.120.000;;;;;;;;;;;
7789;;249.480.000;;;;;;;;;;;
7791;;249.840.000;;;;;;;;;;;
7793;;250.200.000;;;;;;;;;;;
7795;;250.560.000;;;;;;;;;;;
7797;;250.920.000;;;;;;;;;;;
7799;;251.280.000;;;;;;;;;;;
7801;;251.640.000;;;;;;;;;;;
7803;;252.000.000;;;;;;;;;;;
7805;;252.360.000;;;;;;;;;;;
7807;;252.720.000;;;;;;;;;;;
7809;;253.080.000;;;;;;;;;;;
7811;;253.440.000;;;;;;;;;;;
7813;;253.800.000;;;;;;;;;;;
7815;;254.160.000;;;;;;;;;;;
7817;;254.520.000;;;;;;;;;;;
7819;;254.880.000;;;;;;;;;;;
7821;;255.240.000;;;;;;;;;;;
7823;;255.600.000;;;;;;;;;;;
7825;;255.960.000;;;;;;;;;;;
7827;;256.320.000;;;;;;;;;;;
7829;;256.680.000;;;;;;;;;;;
7831;;257.040.000;;;;;;;;;;;
7833;;257.400.000;;;;;;;;;;;
7835;;257.760.000;;;;;;;;;;;
7837;;258.120.000;;;;;;;;;;;
7839;;258.480.000;;;;;;;;;;;
7841;;258.840.000;;;;;;;;;;;
7843;;259.200.000;;;;;;;;;;;
7845;;259.560.000;;;;;;;;;;;
7847;;259.920.000;;;;;;;;;;;
7849;;260.280.000;;;;;;;;;;;
7851;;260.640.000;;;;;;;;;;;
7853;;261.000.000;;;;;;;;;;;
7855;;261.360.000;;;;;;;;;;;
7857;;261.720.000;;;;;;;;;;;
7859;;262.080.000;;;;;;;;;;;
7861;;262.440.000;;;;;;;;;;;
7863;;262.800.000;;;;;;;;;;;
7865;;263.160.000;;;;;;;;;;;
7867;;263.520.000;;;;;;;;;;;
7869;;263.880.000;;;;;;;;;;;
7871;;264.240.000;;;;;;;;;;;
7873;;264.600.000;;;;;;;;;;;
7875;;264.960.000;;;;;;;;;;;
7877;;265.320.000;;;;;;;;;;;
7879;;265.680.000;;;;;;;;;;;
7881;;266.040.000;;;;;;;;;;;
7883;;266.400.000;;;;;;;;;;;
7885;;266.760.000;;;;;;;;;;;
7887;;267.120.000;;;;;;;;;;;
7889;;267.480.000;;;;;;;;;;;
7891;;267.840.000;;;;;;;;;;;
7893;;268.200.000;;;;;;;;;;;
7895;;268.560.000;;;;;;;;;;;
7897;;268.920.000;;;;;;;;;;;
7899;;269.280.000;;;;4;;;;;;;
7901;;269.640.000;;;;;;;;;;;
7903;;270.000.000;;;;;;;;;;;
7905;;270.360.000;;;;;;;;;;;
7907;;270.720.000;;;;;;;;;;;
7909;;271.080.000;;;;;;;;;;;
7911;;271.440.000;;;;;;;;;;;
7913;;271.800.000;;;;;;;;;;;
7915;;272.160.000;;;;;;;;;;;
7917;;272.520.000;;;;;;;;;;;
7919;;272.880.000;;;;;;;;;;;
7921;;273.240.000;;;;;;;;;;;
7923;;273.600.000;;;;;;;;;;;
7925;;273.960.000;;;;;;;;;;;
7927;;274.320.000;;;;;;;;;;;
7929;;274.680.000;;;;;;;;;;;
7931;;275.040.000;;;;;;;;;;;
7933;;275.400.000;;;;;;;;;;;
7935;;275.760.000;;;;;;;;;;;
7937;;276.120.000;;;;;;;;;;;
7939;;276.480.000;;;;;;;;;;;
7941;;276.840.000;;;;;;;;;;;
7943;;277.200.000;;;;;;;;;;;
7945;;277.560.000;;;;;;;;;;;
7947;;277.920.000;;;;;;;;;;;
7949;;278.280.000;;;;;;;;;;;
7951;;278.640.000;;;;;;;;;;;
7953;;279.000.000;;;;;;;;;;;
7955;;279.360.000;;;;;;;;;;;
7957;;279.720.000;;;;;;;;;;;
7959;;280.080.000;;;;;;;;;;;
7961;;280.440.000;;;;;;;;;;;
7963;;280.800.000;;;;;;;;;;;
7965;;281.160.000;;;;;;;;;;;
7967;;281.520.000;;;;;;;;;;;
7969;;281.880.000;;;;;;;;;;;
7971;;282.240.000;;;;;;;;;;;
7973;;282.600.000;;;;;;;;;;;
7975;;282.960.000;;;;;;;;;;;
7977;;283.320.000;;;;;;;;;;;
7979;;283.680.000;;;;;;;;;;;
7981;;284.040.000;;;;;;;;;;;
7983;;284.400.000;;;;;;;;;;;
7985;;284.760.000;;;;;;;;;;;
7987;;285.120.000;;;;;;;;;;;
7989;;285.480.000;;;;;;;;;;;
7991;;285.840.000;;;;;;;;;;;
7993;;286.200.000;;;;;;;;;;;
7995;;286.560.000;;;;;;;;;;;
7997;;286.920.000;;;;;;;;;;;
7999;;287.280.000;;;;;;;;;;;
8001;;287.640.000;;;;;;;;;;;
8003;;288.000.000;;;;;;;;;;;
8005;;288.360.000;;;;;;;;;;;
8007;;288.720.000;;;;;;;;;;;
8009;;289.080.000;;;;;;;;;;;
8011;;289.440.000;;;;;;;;;;;
8013;;289.800.000;;;;;;;;;;;
8015;;290.160.000;;;;;;;;;;;
8017;;290.520.000;;;;;;;;;;;
8019;;290.880.000;;;;;;;;;;;
8021;;291.240.000;;;;;;;;;;;
8023;;291.600.000;;;;;;;;;;;
8025;;291.960.000;;;;;;;;;;;
8027;;292.320.000;;;;;;;;;;;
8029;;292.680.000;;;;;;;;;;;
8031;;293.040.000;;;;;;;;;;;
8033;;293.400.000;;;;;;;;;;;
8035;;293.760.000;;;;;;;;;;;
8037;;294.120.000;;;;;;;;;;;
8039;;294.480.000;;;;;;;;;;;
8041;;294.840.000;;;;;;;;;;;
8043;;295.200.000;;;;;;;;;;;
8045;;295.560.000;;;;;;;;;;;
8047;;295.920.000;;;;;;;;;;;
8049;;296.280.000;;;;;;;;;;;
8051;;296.640.000;;;;;;;;;;;
8053;;297.000.000;;;;;;;;;;;
8055;;297.360.000;;;;;;;;;;;
8057;;297.720.000;;;;;;;;;;;
8059;;298.080.000;;;;;;;;;;;
8061;;298.440.000;;;;;;;;;;;
8063;;298.800.000;;;;;;;;;;;
8065;;299.160.000;;;;;;;;;;;
8067;;299.520.000;;;;;;;;;;;
8069;;299.880.000;;;;;;;;;;;
8071;;300.240.000;;;;;;;;;;;
8073;;300.600.000;;;;;;;;;;;
8075;;300.960.000;;;;;;;;;;;
8077;;301.320.000;;;;;;;;;;;
8079;;301.680.000;;;;;;;;;;;
8081;;302.040.000;;;;;;;;;;;
8083;;302.400.000;;;;;;;;;;;
8085;;302.760.000;;;;;;;;;;;
8087;;303.120.000;;;;;;;;;;;
8089;;303.480.000;;;;;;;;;;;
8091;;303.840.000;;;;;;;;;;;
8093;;304.200.000;;;;;;;;;;;
8095;;304.560.000;;;;;;;;;;;
8097;;304.920.000;;;;;;;;;;;
8099;;305.280.000;;;;;;;;;;;
8101;;305.640.000;;;;;;;;;;;
8103;;306.000.000;;;;;;;;;;;
8105;;306.360.000;;;;;;;;;;;
8107;;306.720.000;;;;;;;;;;;
8109;;307.080.000;;;;;;;;;;;
8111;;307.440.000;;;;;;;;;;;
8113;;307.800.000;;;;;;;;;;;
8115;;308.160.000;;;;;;;;;;;
8117;;308.520.000;;;;;;;;;;;
8119;;308.880.000;;;;;;;;;;;
8121;;309.240.000;;;;;;;;;;;
8123;;309.600.000;;;;;;;;;;;
8125;;309.960.000;;;;;;;;;;;
8127;;310.320.000;;;;;;;;;;;
8129;;310.680.000;;;;;;;;;;;
8131;;311.040.000;;;;;;;;;;;
8133;;311.400.000;;;;;;;;;;;
8135;;311.760.000;;;;;;;;;;;
8137;;312.120.000;;;;;;;;;;;
8139;;312.480.000;;;;;;;;;;;
8141;;312.840.000;;;;;;;;;;;
8143;;313.200.000;;;;;;;;;;;
8145;;313.560.000;;;;;;;;;;;
8147;;313.920.000;;;;;;;;;;;
8149;;314.280.000;;;;;;;;;;;
8151;;314.640.000;;;;;;;;;;;
8153;;315.000.000;;;;;;;;;;;
8155;;315.360.000;;;;;;;;;;;
8157;;315.720.000;;;;;;;;;;;
8159;;316.080.000;;;;;;;;;;;
8161;;316.440.000;;;;;;;;;;;
8163;;316.800.000;;;;;;;;;;;
8165;;317.160.000;;;;;;;;;;;
8167;;317.520.000;;;;;;;;;;;
8169;;317.880.000;;;;;;;;;;;
8171;;318.240.000;;;;;;;;;;;
8173;;318.600.000;;;;;;;;;;;
8175;;318.960.000;;;;;;;;;;;
8177;;319.320.000;;;;;;;;;;;
8179;;319.680.000;;;;;;;;;;;
8181;;320.040.000;;;;;;;;;;;
8183;;320.400.000;;;;;;;;;;;
8185;;320.760.000;;;;;;;;;;;
8187;;321.120.000;;;;;;;;;;;
8189;;321.480.000;;;;;;;;;;;
8191;;321.840.000;;;;;;;;;;;
8193;;322.200.000;;;;;;;;;;;
8195;;322.560.000;;;;;;;;;;;
8197;;322.920.000;;;;;;;;;;;
8199;;323.280.000;;;;;;;;;;;
8201;;323.640.000;;;;;;;;;;;
8203;;324.000.000;;;;;;;;;;;
8205;;324.360.000;;;;;;;;;;;
8207;;324.720.000;;;;;;;;;;;
8209;;325.080.000;;;;;;;;;;;
8211;;325.440.000;;;;;;;;;;;
8213;;325.800.000;;;;;;;;;;;
8215;;326.160.000;;;;;;;;;;;
8217;;326.520.000;;;;;;;;;;;
8219;;326.880.000;;;;;;;;;;;
8221;;327.240.000;;;;;;;;;;;
8223;;327.600.000;;;;;;;;;;;
8225;;327.960.000;;;;;;;;;;;
8227;;328.320.000;;;;;;;;;;;
8229;;328.680.000;;;;;;;;;;;
8231;;329.040.000;;;;;;;;;;;
8233;;329.400.000;;;;;;;;;;;
8235;;329.760.000;;;;;;;;;;;
8237;;330.120.000;;;;;;;;;;;
8239;;330.480.000;;;;;;;;;;;
8241;;330.840.000;;;;;;;;;;;
8243;;331.200.000;;;;;;;;;;;
8245;;331.560.000;;;;;;;;;;;
8247;;331.920.000;;;;;;;;;;;
8249;;332.280.000;;;;;;;;;;;
8251;;332.640.000;;;;;;;;;;;
8253;;333.000.000;;;;;;;;;;;
8255;;333.360.000;;;;;;;;;;;
8257;;333.720.000;;;;;;;;;;;
8259;;334.080.000;;;;;;;;;;;
8261;;334.440.000;;;;;;;;;;;
8263;;334.800.000;;;;;;;;;;;
8265;;335.160.000;;;;;;;;;;;
8267;;335.520.000;;;;;;;;;;;
8269;;335.880.000;;;;;;;;;;;
8271;;336.240.000;;;;;;;;;;;
8273;;336.600.000;;;;;;;;;;;
8275;;336.960.000;;;;;;;;;;;
8277;;337.320.000;;;;;;;;;;;
8279;;337.680.000;;;;;;;;;;;
8281;;338.040.000;;;;;;;;;;;
